re,alpha,flap,cl,cd,cm
702000.0328217022,7.046985877985934,10.831408855379818,1.41565911481268,0.0284052832514134,-0.101735722967088
696564.8851484568,3.2682193165492066,13.172395304436574,1.20607632794571,0.0246617189026843,-0.131337157282739
697602.9577068336,-1.3316304003890411,12.647681076658834,0.791363391977857,0.0174441041640709,-0.147391115624203
703451.3374267725,-2.005027886038477,-3.6796685699083413,-0.260913890442499,0.0125522478144891,-0.0110294119224616
700289.1376193666,9.34597341629577,-0.8356370860548825,1.13204576082345,0.0185326368988762,-0.0292423591031803
702044.6399510235,2.6449193016155323,-4.105006220889694,0.223499544441868,0.0121590163899511,-0.00508928653044748
701576.4931865187,1.0301270214382523,12.826503179012995,1.00874194021665,0.0204887709406832,-0.139726306235253
702253.1288207534,9.538068595568049,-4.784332133416173,0.911983047590344,0.0163898704778889,0.00531023843555243
700778.5697367317,6.471542854732382,5.561504528860418,1.19774759469488,0.0190443305495404,-0.0815284813688675
696933.8264612661,-0.7866030338511472,-1.263997565652311,0.0422274684964961,0.0120963761240933,-0.0353364379845358
699112.7337813061,-3.632837533480253,9.320782091591715,0.432438955002719,0.013286598776268,-0.137261200925825
701409.427445625,5.265283854795596,2.8537542863000223,0.962128741630516,0.0156487319052914,-0.069648948833821
698585.3972293747,-0.21393715142711756,5.9773385891420645,0.591159510534719,0.0132923114421943,-0.105390485731391
700359.9864282322,1.4677282125530065,-3.501919955123649,0.135470049808106,0.0120563574099857,-0.0116245747097643
696729.5309914255,2.3634506691423987,12.38911573632151,1.10838828339243,0.021647866903189,-0.132328443789589
703406.381685461,7.939840906132087,10.418451856490918,1.45885891606595,0.0302442650206641,-0.0943869988540686
700914.0060498315,-0.44394699928219605,-1.5581999998519702,0.0596622399203394,0.0120643937403476,-0.0322160303232452
699849.8443139769,3.187059101280038,-0.24852222462424578,0.549228956987474,0.0129685310811149,-0.0441328514780948
701035.827140683,1.7318619883132778,14.151346598295177,1.10939432467179,0.0240469247347527,-0.142224709495969
697899.9645003707,7.552115205829187,2.1948889128508853,1.13808256442134,0.0179853523964397,-0.0578540424443274
699533.7565270913,-1.9064201225273578,3.017028224674217,0.215279178432702,0.0122886215798752,-0.0791482252886066
697271.1575286078,9.900151057728761,1.720908012204907,1.29387510442895,0.0216909220984561,-0.0422826255662937
698294.6402336259,7.618493628244952,1.2549877514169978,1.0934831998642,0.0174363602498887,-0.0507447258973777
696871.7394199977,3.4945043133474805,12.491736483512323,1.20370299479708,0.0237542381185596,-0.127537939532603
697483.3070231255,0.8664437809339489,3.3334145299315168,0.538008287329598,0.0129344397103652,-0.080469753571448
697397.4484630551,4.149626437011211,12.1185892325576,1.24427092321303,0.0242621291664208,-0.122852342891865
698648.5178125321,2.279861509660436,-2.9456584699997683,0.26416203264469,0.0122062371123689,-0.0171602925007745
700448.8541804027,4.537912906012373,-0.5968218241318155,0.670521414934739,0.0135950035867336,-0.0397273712371315
698475.7393644887,2.1491645196525235,4.059328912522959,0.719822066112509,0.0137836919627469,-0.085566794881465
701287.2932482405,-2.207327176210888,1.1127754676363821,0.0507494189026557,0.0122036353926323,-0.0600966890161861
701798.7804464396,-4.859009913340577,6.2255392852544045,0.108999997242497,0.0126728749503378,-0.111698627059806
700706.7463473586,-3.0019686860530115,3.853026038938115,0.151993095753225,0.0123579561762309,-0.0878734088282188
701497.6342833214,3.0555183143797606,-2.213982814548733,0.400353172383014,0.01249833522885,-0.0244309795560765
702159.8370733426,8.22654178175935,4.932067317128791,1.30475371912933,0.021643693621588,-0.0688020162243682
699474.574431061,-4.187971348355323,10.669188302956778,0.445245999713196,0.0136393545128403,-0.146981705162106
697984.1801275007,-3.0576525861938784,13.796531055098452,0.674725818368029,0.0175017112786417,-0.15839614369716
698920.2435904442,-2.34256131499136,2.2305318816717055,0.1132421368123,0.0122462818163542,-0.0714518049109162
702862.2888091088,0.6162388022622904,4.283863333139237,0.572947759243792,0.0130827104716127,-0.0895198884137207
701680.1930362615,6.583939193367721,-3.8625753518540744,0.668662282816717,0.0139111026510881,-0.00615672988136223
700267.3226323798,3.650149406131767,7.816663245583715,1.05285291065979,0.0172499239158002,-0.105719112133143
698857.1364271623,9.710356206359494,14.947399034008328,1.64343465329397,0.0498175892841666,-0.0962856405751313
702485.9419179095,-3.349831560390898,8.891070184409063,0.437503739322557,0.0132029882746593,-0.133617859076049
698998.6484368431,9.635740430760132,-3.270208018343024,1.01597090925233,0.0173857916437732,-0.0082528652147399
697469.9479950886,-4.750006940374813,4.558061052548059,0.00818272069105493,0.0126313728531211,-0.0954529584216834
699907.3894049486,-2.562207453392494,14.37155041502568,0.740164109756715,0.0189750317970143,-0.15949805126436
703029.2618043565,-4.05461228394992,5.144425243374549,0.124253653875109,0.0125089807960268,-0.100953620224848
702555.1052859124,-4.466507658563715,0.5830454520464219,-0.235387351796487,0.0128642359759424,-0.0554140325876443
698053.5643834266,-3.884373489100588,-4.211932220353523,-0.50182558107572,0.0136930483056534,-0.00701746329653766
700202.541248699,8.989552961657619,6.116665201274964,1.39539485468346,0.0252745136777028,-0.0696710545555462
698412.5532635653,7.172883018181306,14.439593125954584,1.51061117451448,0.0373538003433824,-0.113022208025288
697670.9203898957,5.856918936144769,11.708678150035158,1.3595223219482,0.0271158531534324,-0.112141197142695
696780.8415576469,-3.4839253080568455,13.505887096912932,0.624670811592086,0.0166748747246647,-0.158295038024764
702421.266013073,8.773519950325834,8.540940654750655,1.45635574414437,0.029020712874968,-0.0815986512807449
699077.9025858243,-3.7584041805263806,-2.569183461766229,-0.376125753690053,0.0131483201690596,-0.0232204551037069
699404.4462384003,0.06565005332352492,-3.0533739148742685,0.0114897090357611,0.012059882250148,-0.0166440395458543
700533.1391348249,4.178707966650556,6.711143761503333,1.0528217985867,0.0168946949395554,-0.0978489588342121
697107.2403358165,-1.5947051795869753,0.24557011544164276,0.0581404863172775,0.0121584912374763,-0.051065353491333
701121.8719333082,2.8928135197596223,2.416111478917779,0.693883340708641,0.0136141968049696,-0.0698771547270561
